system:index,aerosol_media_mensal,co_media_mensal,date,ndvi,precipitacao_total_mes,system:time_start,temp_media_mes,.geo
43,-0.5332933949067611,0.026856848313626017,2021-08-01,0.2597117898041156,117.9385700113633,1627776000000,20.566820973601814,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,-0.27144949429484133,0.03636638193466891,2021-09-01,0.2253804730904364,122.9338327632231,1630454400000,23.079006961511766,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,-0.5347756669058059,0.03916025407649012,2021-10-01,0.30862228571539946,980.8327802471085,1633046400000,22.708777147241126,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,-0.7479446113103444,0.02351788534947038,2021-12-01,0.6826794276455147,994.1943143704358,1638316800000,22.780326469709383,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,-0.6159595288732743,0.02572298329257495,2022-01-01,0.5334853433456732,538.7979529754789,1640995200000,23.98613451039394,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,-0.7419581330847802,0.02622460399690569,2022-02-01,0.4731862698318506,786.5589649574429,1643673600000,23.859803353497657,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,-0.4896309538562774,0.02302996898971,2022-03-01,0.5515055370330451,119.34026044583788,1646092800000,24.208630174985753,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,-0.406169865200239,0.024582212570097,2022-04-01,0.5400360302693954,111.1198247610354,1648771200000,23.717223869090898,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,-0.4243584353614338,0.022619078709163007,2022-05-01,0.4908881639459361,155.683123775557,1651363200000,21.425121126567717,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,-0.33212142800705174,0.024841547511003894,2022-06-01,0.521174075670363,25.54509756599772,1654041600000,20.166176164078422,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,-0.4921906915290618,0.021217682492781446,2022-07-01,0.37888881592570234,67.9972708458994,1656633600000,20.53314908554524,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,-0.38979443701254096,0.024963144403659123,2022-08-01,0.3492432042891784,67.25018976061953,1659312000000,20.680419794247463,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,-0.4465623273525474,0.03843665028186502,2022-09-01,0.3605784033535352,62.407256074366614,1661990400000,21.402582738887627,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,-0.649303685077794,0.035857063166279145,2022-10-01,0.26865892959400683,453.6472335936977,1664582400000,23.919431048665203,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,-0.6671024505985604,0.027432696871170212,2022-11-01,0.46984402656909596,1076.5062404300652,1667260800000,22.334634523752925,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,-0.5737121380047154,0.024948002311757842,2023-02-01,0.45718544082762397,172.7361371115142,1675209600000,24.64361137587275,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,-0.5771870688707659,0.02346236923296472,2023-03-01,0.4991295255219602,196.06461120212776,1677628800000,24.387661458354348,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,-0.506308000375974,0.023130632139533185,2023-04-01,0.6128640868047767,416.1824786261016,1680307200000,23.634247947624875,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,-0.5098827458387128,0.02191358724687573,2023-05-01,0.3851565450359041,119.37212651570636,1682899200000,21.29834410771302,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,-0.44546984826132563,0.022520510014243576,2023-06-01,0.5193928410299259,68.82637697668638,1685577600000,20.764292069682465,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,-0.46622951310029365,0.023038514770054974,2023-07-01,0.4070294168704174,221.47093158983716,1688169600000,20.530710683091645,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,-0.2887756339136049,0.02768974775015335,2023-08-01,0.4871683298125723,429.9014004726036,1690848000000,22.046741622238464,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,-0.3833966138812834,0.0319150729413145,2023-09-01,0.5051649227134127,122.70374263875624,1693526400000,23.034360000603385,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,-0.43593826394358504,0.03815095984912011,2023-10-01,0.4531179836827985,242.12445308180418,1696118400000,24.492432963761104,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,-0.23381006637537532,0.040695236468466615,2023-11-01,0.5074412329049065,171.94231056886562,1698796800000,25.795198024257978,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,-0.44565416988974105,0.029442538954600243,2023-12-01,0.3974339679876741,545.2599614853951,1701388800000,25.680030131164127,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,-0.6232795361008674,0.02838408588492352,2024-01-01,0.4556770946885349,887.782462724985,1704067200000,24.68544296831293,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,-0.5843995408250893,0.02615954071106687,2024-02-01,0.6007812974535183,731.9775292527441,1706745600000,24.375096641778544,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,-0.7106853030744326,0.027968275814748887,2024-03-01,0.562994277603413,468.1440614326328,1709251200000,25.2031397185325,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,-0.7101258808055902,0.027159660961875543,2024-04-01,0.6330999058460238,224.54126069685992,1711929600000,23.70903567355912,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,-0.5529944169795409,0.025278450331834346,2024-05-01,0.5429430992154948,43.29262342453002,1714521600000,23.497235143455093,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,-0.5876421212529473,0.02493117241638124,2024-06-01,0.4110402831842715,31.22081856967408,1717200000000,21.832154494157958,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,-0.5843916664937202,0.02582914361679132,2024-07-01,0.38717260755564126,49.71066643584009,1719792000000,21.74191272653455,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,-0.3426151622530246,0.028347713616067523,2024-08-01,0.2772927570148701,93.64318722100018,1722470400000,21.69578431877427,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,-0.20379118041144395,0.045363113770134994,2024-09-01,0.2888567263948415,65.46902063979822,1725148800000,23.633092802740315,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,-0.4196961671040843,0.049438716106021505,2024-10-01,0.37036584901211583,663.6762718147762,1727740800000,23.845111871376098,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,-0.7439894637926189,0.03423165987930908,2024-11-01,0.5577515632771883,884.6176724134707,1730419200000,23.118252264692355,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,-0.5647386671740976,0.030832995391081447,2024-12-01,0.395523249412504,970.9351376187568,1733011200000,24.059503321259722,"{""type"":""MultiPoint"",""coordinates"":[]}"
84,-0.6979501501203303,0.02944057690998952,2025-01-01,0.5845972910045245,799.2205172879585,1735689600000,24.36935282981795,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,-0.6701961229491054,0.02613510175961294,2025-02-01,0.49920146454368264,198.58172787205845,1738368000000,25.203823106546263,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,-0.6862145683889485,0.02541911880090807,2025-03-01,0.587874271961975,449.53545062121225,1740787200000,24.655612920131635,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,-0.6702550870386168,0.024691116275208737,2025-04-01,0.4642468763599368,493.73010361054367,1743465600000,23.479963897391524,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,-0.6985306464937338,0.022205533963391536,2025-05-01,0.6018847180492872,77.14353651836807,1746057600000,21.57622018854418,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,-0.595304076998546,0.02344778225232381,2025-06-01,0.4004957025622876,89.94248347741498,1748736000000,20.707546901436967,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,-0.6604630468569677,0.023537316012712153,2025-07-01,0.4394572253311733,70.56010138287263,1751328000000,20.07251620926179,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,-0.595105476926089,0.023705058868352065,2025-08-01,0.3648615000768023,121.20335697660258,1754006400000,20.11774449918518,"{""type"":""MultiPoint"",""coordinates"":[]}"
