system:index,date,ndvi,precipitacao_total_mes,system:time_start,temp_media_mes,.geo
44,2023-09-01,0.4298600161444934,160.4665594213149,1693526400000,23.045467341470243,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,2023-10-01,0.4112540060243685,266.21695811608254,1696118400000,24.5623602397457,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,2023-11-01,0.4193992850876576,254.48814749250226,1698796800000,25.818917784342588,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,2023-12-01,0.3072957054172569,661.0006762467177,1701388800000,25.616303628287255,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,2024-01-01,0.43332815150391535,1194.9750789632985,1704067200000,24.524333906671345,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,2024-02-01,0.5019348906448331,890.458322983162,1706745600000,24.214582830284662,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,2024-03-01,0.4335308234236448,612.6186441552405,1709251200000,25.071199795985923,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,2024-04-01,0.5167737226344195,271.9220619089464,1711929600000,23.585763991370573,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,2024-05-01,0.4502795184636715,60.54345051915038,1714521600000,23.402845186833687,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,2024-06-01,0.3507605138045985,38.41762084994044,1717200000000,21.734040880687022,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,2024-07-01,0.36058020350505593,57.60609722698436,1719792000000,21.669986010525058,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,2024-08-01,0.2165816529632169,100.38103965959488,1722470400000,21.666832627633536,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,2024-09-01,0.24325934402445684,69.7594581000945,1725148800000,23.6336898734915,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,2024-10-01,0.34495753583161237,801.2924286503462,1727740800000,23.839680504868202,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,2024-11-01,0.4356145556552155,1032.9164357821148,1730419200000,23.04372218563929,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,2024-12-01,0.44942970030806645,1262.0537784847556,1733011200000,23.92118446593065,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,2025-01-01,0.5350750197399244,1027.424506958384,1735689600000,24.222584735917867,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,2025-02-01,0.42426542239297127,257.07514526820654,1738368000000,25.035367704556478,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,2025-03-01,0.49490213150404405,641.4389146150328,1740787200000,24.56985033921527,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,2025-04-01,0.3523719490895783,638.8296703544318,1743465600000,23.33386642866364,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,2025-05-01,0.6233787295221438,97.6364578786142,1746057600000,21.46307420111763,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,2025-06-01,0.39180842053736986,133.92630476012243,1748736000000,20.616007952858435,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,2025-07-01,0.4169785707850183,74.93727479728999,1751328000000,20.044041521560455,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,2025-08-01,0.31120985010821356,134.54064217548745,1754006400000,20.07105496249964,"{""type"":""MultiPoint"",""coordinates"":[]}"
